horizon,held_out_season,term,term_type,coefficient_standardized,coefficient_raw
2,13-14,rainfall_sep,weather,2319806.5803553546,53541.88418508698
2,13-14,rainfall_oct,weather,-891157.3839595267,-22377.643470683874
2,13-14,rainfall_nov,weather,1285642.7920525807,26985.360248254518
2,13-14,rainfall_dec,weather,-1088397.471282997,-22232.632829296148
2,13-14,rainfall_jan,weather,256937.255909873,3813.300476592319
2,13-14,rainfall_feb,weather,322816.8171693464,6563.630915708715
2,13-14,rainfall_mar,weather,-1456514.4538282119,-39271.10627441182
2,13-14,rainfall_apr,weather,1298857.7655694361,48379.592053517496
2,13-14,growing_season_average_temperature,weather,395175.78051457566,448209.518134519
2,13-14,block_fe_2,block_fixed_effect,30555795.0,30555795.0
2,13-14,block_fe_3,block_fixed_effect,23970908.99999998,23970908.99999998
2,13-14,block_fe_4,block_fixed_effect,-13720676.733333303,-13720676.733333303
2,13-14,block_fe_5,block_fixed_effect,-66004972.93333337,-66004972.93333337
2,13-14,block_fe_6,block_fixed_effect,-69273590.93333332,-69273590.93333332
2,14-15,intercept,intercept,73124370.93333334,77620958.77035537
2,14-15,rainfall_sep,weather,2895995.94212184,67025.32255807845
2,14-15,rainfall_oct,weather,-1464114.8758462425,-34908.12883574096
2,14-15,rainfall_nov,weather,1092577.8579877513,22955.489861006612
2,14-15,rainfall_dec,weather,-1324362.4065621542,-27062.51846312909
2,14-15,rainfall_jan,weather,-398472.1839065029,-6339.4812370278905
2,14-15,rainfall_feb,weather,-392998.4038670112,-8177.291498575343
2,14-15,rainfall_mar,weather,-1157415.447893144,-30725.78603117287
2,14-15,rainfall_apr,weather,1542161.9951621369,55489.33462891718
2,14-15,growing_season_average_temperature,weather,-14873.69349555776,-16770.244068291377
2,14-15,block_fe_2,block_fixed_effect,29811687.466666672,29811687.466666672
2,14-15,block_fe_3,block_fixed_effect,24574273.66666665,24574273.66666665
2,14-15,block_fe_4,block_fixed_effect,-12629759.60000003,-12629759.60000003
2,14-15,block_fe_5,block_fixed_effect,-65417220.79999999,-65417220.79999999
2,14-15,block_fe_6,block_fixed_effect,-69288655.8,-69288655.8
2,15-16,intercept,intercept,73702084.93333332,36324444.987791255
2,15-16,rainfall_sep,weather,1531819.4831714476,35646.54499215212
2,15-16,rainfall_oct,weather,-488542.5275923393,-13163.576345290478
2,15-16,rainfall_nov,weather,884866.1562668316,18613.455404062574
2,15-16,rainfall_dec,weather,44036.211428275274,865.7725506315803
2,15-16,rainfall_jan,weather,278753.89942019864,4282.392085211489
2,15-16,rainfall_feb,weather,962767.5536196359,19719.511850981467
2,15-16,rainfall_mar,weather,-1407129.3684514342,-38555.56571073115
2,15-16,rainfall_apr,weather,1930522.3732659933,70061.56542508063
2,15-16,growing_season_average_temperature,weather,1117020.5261520883,1259405.6697349844
2,15-16,block_fe_2,block_fixed_effect,29459562.733333368,29459562.733333368
2,15-16,block_fe_3,block_fixed_effect,23816430.79999998,23816430.79999998
2,15-16,block_fe_4,block_fixed_effect,-13926690.666666701,-13926690.666666701
2,15-16,block_fe_5,block_fixed_effect,-67168014.26666665,-67168014.26666665
2,15-16,block_fe_6,block_fixed_effect,-70686287.93333334,-70686287.93333334
2,16-17,intercept,intercept,72077630.93333334,43156811.707750335
2,16-17,rainfall_sep,weather,1414607.1314339407,36702.86099744201
2,16-17,rainfall_oct,weather,-1052256.4504977174,-25134.940937170773
2,16-17,rainfall_nov,weather,896692.5837198368,22962.710639253444
2,16-17,rainfall_dec,weather,-184880.21659661853,-3750.0500100563713
2,16-17,rainfall_jan,weather,-102548.27317378519,-1577.472686677997
2,16-17,rainfall_feb,weather,638869.9871496919,13537.723019770774
2,16-17,rainfall_mar,weather,-1016699.3424605713,-27406.02758198052
2,16-17,rainfall_apr,weather,1842576.2752610855,69963.35864863114
2,16-17,growing_season_average_temperature,weather,892253.5817516149,1006034.1906153541
2,16-17,block_fe_2,block_fixed_effect,31017543.866666637,31017543.866666637
2,16-17,block_fe_3,block_fixed_effect,25309582.46666668,25309582.46666668
2,16-17,block_fe_4,block_fixed_effect,-11839803.600000005,-11839803.600000005
2,16-17,block_fe_5,block_fixed_effect,-64494870.53333335,-64494870.53333335
2,16-17,block_fe_6,block_fixed_effect,-68595194.73333335,-68595194.73333335
2,17-18,intercept,intercept,73405114.53333332,46104443.64195813
2,17-18,rainfall_sep,weather,1518326.2841124309,36137.788843734095
2,17-18,rainfall_oct,weather,-2746.421637946216,-65.39322814557191
2,17-18,rainfall_nov,weather,703967.9360446,14872.372977218567
2,17-18,rainfall_dec,weather,1023193.3648703615,20215.061871934868
2,17-18,rainfall_jan,weather,-1353495.8860376528,-21046.738178447802
2,17-18,rainfall_feb,weather,1388371.386238195,29135.406008618036
2,17-18,rainfall_mar,weather,-1008273.7935912127,-26743.342899252122
2,17-18,rainfall_apr,weather,972372.8382556584,38737.54253574534
2,17-18,growing_season_average_temperature,weather,710943.7050126998,828334.4319027934
2,17-18,block_fe_2,block_fixed_effect,28843463.333333336,28843463.333333336
2,17-18,block_fe_3,block_fixed_effect,23792566.866666686,23792566.866666686
2,17-18,block_fe_4,block_fixed_effect,-12785421.66666668,-12785421.66666668
2,17-18,block_fe_5,block_fixed_effect,-65873132.733333334,-65873132.733333334
2,17-18,block_fe_6,block_fixed_effect,-69955300.13333331,-69955300.13333331
2,18-19,intercept,intercept,72371289.53333333,8401157.983149588
2,18-19,rainfall_sep,weather,3643575.6884511467,86555.2248866943
2,18-19,rainfall_oct,weather,-2124463.3112412025,-50792.124014754
2,18-19,rainfall_nov,weather,447456.50277033227,9749.626034487148
2,18-19,rainfall_dec,weather,-1439292.6816961789,-28322.004626402762
2,18-19,rainfall_jan,weather,1241449.988394862,18458.61435527756
2,18-19,rainfall_feb,weather,515864.8102782826,10449.450818928815
2,18-19,rainfall_mar,weather,-2199758.5650139614,-59136.82091122969
2,18-19,rainfall_apr,weather,2961121.013556191,112212.63715090006
2,18-19,growing_season_average_temperature,weather,2261975.9743698207,2563618.6463304507
2,18-19,block_fe_2,block_fixed_effect,30211187.066666696,30211187.066666696
2,18-19,block_fe_3,block_fixed_effect,26026609.199999962,26026609.199999962
2,18-19,block_fe_4,block_fixed_effect,-10987035.600000037,-10987035.600000037
2,18-19,block_fe_5,block_fixed_effect,-64754030.26666671,-64754030.26666671
2,18-19,block_fe_6,block_fixed_effect,-68684659.86666666,-68684659.86666666
2,19-20,intercept,intercept,72886491.53333333,56501046.85600651
2,19-20,rainfall_sep,weather,981326.9897922795,22754.28916867659
2,19-20,rainfall_oct,weather,837310.3458353628,21513.693211551185
2,19-20,rainfall_nov,weather,1763368.555548688,37634.46543897312
2,19-20,rainfall_dec,weather,-274089.7510896444,-5650.200990926977
2,19-20,rainfall_jan,weather,-2121351.812292591,-32612.15480891448
2,19-20,rainfall_feb,weather,2467590.0436315252,51799.18163670683
2,19-20,rainfall_mar,weather,-692955.3959109992,-18420.768836727915
2,19-20,rainfall_apr,weather,2696508.2959570005,100254.53134974971
2,19-20,growing_season_average_temperature,weather,138433.41088629336,156076.16082141726
2,19-20,block_fe_2,block_fixed_effect,29844787.399999984,29844787.399999984
2,19-20,block_fe_3,block_fixed_effect,24621877.933333363,24621877.933333363
2,19-20,block_fe_4,block_fixed_effect,-12276775.93333334,-12276775.93333334
2,19-20,block_fe_5,block_fixed_effect,-64886089.666666664,-64886089.666666664
2,19-20,block_fe_6,block_fixed_effect,-69247964.26666667,-69247964.26666667
2,20-21,intercept,intercept,71883554.86666666,41286381.37887412
2,20-21,rainfall_sep,weather,1691289.3753840304,39047.83050130377
2,20-21,rainfall_oct,weather,-971339.0318495759,-24973.09248069999
2,20-21,rainfall_nov,weather,1195540.1824727266,24914.864107839006
2,20-21,rainfall_dec,weather,-198908.21399339376,-3922.394078603087
2,20-21,rainfall_jan,weather,-92305.68792386583,-1371.4442648769082
2,20-21,rainfall_feb,weather,381201.53374644107,8964.94873816426
2,20-21,rainfall_mar,weather,-835537.0311445531,-23147.22563841757
2,20-21,rainfall_apr,weather,1845122.563671828,70673.48563747169
2,20-21,growing_season_average_temperature,weather,934057.9961857842,1055195.8657725195
2,20-21,block_fe_2,block_fixed_effect,30652879.60000001,30652879.60000001
2,20-21,block_fe_3,block_fixed_effect,25247724.066666678,25247724.066666678
2,20-21,block_fe_4,block_fixed_effect,-10818104.999999989,-10818104.999999989
2,20-21,block_fe_5,block_fixed_effect,-63839565.266666666,-63839565.266666666
2,20-21,block_fe_6,block_fixed_effect,-68049077.93333334,-68049077.93333334
2,21-22,intercept,intercept,72956060.46666667,52769516.542429596
2,21-22,rainfall_sep,weather,1494203.9154442162,35787.126885665675
2,21-22,rainfall_oct,weather,-1172728.7971901733,-28849.025065438487
2,21-22,rainfall_nov,weather,-103293.58131095662,-2362.6752193675466
2,21-22,rainfall_dec,weather,659529.1030732971,12997.512691064969
2,21-22,rainfall_jan,weather,-612700.487306899,-9446.229974700893
2,21-22,rainfall_feb,weather,248870.92967480738,5178.787499157399
2,21-22,rainfall_mar,weather,-1149984.6610175888,-31397.322973196977
2,21-22,rainfall_apr,weather,755775.365749438,29155.894510703703
2,21-22,growing_season_average_temperature,weather,790022.8060877989,929829.4825449823
2,21-22,block_fe_2,block_fixed_effect,29926609.59999994,29926609.59999994
2,21-22,block_fe_3,block_fixed_effect,24690736.800000038,24690736.800000038
2,21-22,block_fe_4,block_fixed_effect,-10107809.333333354,-10107809.333333354
2,21-22,block_fe_5,block_fixed_effect,-64882964.066666685,-64882964.066666685
2,21-22,block_fe_6,block_fixed_effect,-69013137.06666669,-69013137.06666669
2,22-23,intercept,intercept,73928269.06666663,40222631.75847341
2,22-23,rainfall_sep,weather,1707116.6541505523,40470.01672503486
2,22-23,rainfall_oct,weather,-1201847.546586758,-30874.525435379423
2,22-23,rainfall_nov,weather,1254708.314325071,26693.351140075043
2,22-23,rainfall_dec,weather,-292457.60723221337,-5816.588970583215
2,22-23,rainfall_jan,weather,-43994.423174979864,-672.9286631550392
2,22-23,rainfall_feb,weather,640949.1613023086,13196.548047806253
2,22-23,rainfall_mar,weather,-1090680.3915598046,-28942.763123705947
2,22-23,rainfall_apr,weather,2080841.5776268484,76750.95392951371
2,22-23,growing_season_average_temperature,weather,1039398.6415925978,1172203.9993395244
2,22-23,block_fe_2,block_fixed_effect,28939810.800000034,28939810.800000034
2,22-23,block_fe_3,block_fixed_effect,24386543.399999984,24386543.399999984
2,22-23,block_fe_4,block_fixed_effect,-13415632.533333264,-13415632.533333264
2,22-23,block_fe_5,block_fixed_effect,-66044111.39999997,-66044111.39999997
2,22-23,block_fe_6,block_fixed_effect,-70141116.53333329,-70141116.53333329
2,23-24,intercept,intercept,72983293.19999999,2933121.5903630853
2,23-24,rainfall_sep,weather,1234888.3300341202,29416.474759864126
2,23-24,rainfall_oct,weather,-2446085.469649025,-58255.0631339721
2,23-24,rainfall_nov,weather,2769015.1868727007,59183.5835394046
2,23-24,rainfall_dec,weather,-1674593.8901970242,-33831.20224648812
2,23-24,rainfall_jan,weather,1635304.8165593827,24296.099806076585
2,23-24,rainfall_feb,weather,-522004.45436603273,-10800.65756096832
2,23-24,rainfall_mar,weather,-299216.50456649903,-7932.8525552765805
2,23-24,rainfall_apr,weather,2160271.3824003045,79692.47939907202
2,23-24,growing_season_average_temperature,weather,2246900.7808608017,2668226.0359717053
2,23-24,block_fe_2,block_fixed_effect,29635455.666666713,29635455.666666713
2,23-24,block_fe_3,block_fixed_effect,23787881.466666695,23787881.466666695
2,23-24,block_fe_4,block_fixed_effect,-13484631.133333348,-13484631.133333348
2,23-24,block_fe_5,block_fixed_effect,-66091394.60000004,-66091394.60000004
2,23-24,block_fe_6,block_fixed_effect,-69324889.80000001,-69324889.80000001
2,24-25,intercept,intercept,72259942.2,177251009.45650795
2,24-25,rainfall_sep,weather,435635.1316313875,10160.328423526125
2,24-25,rainfall_oct,weather,-1614566.8694733032,-41608.8306976497
2,24-25,rainfall_nov,weather,1997363.472777309,42595.15601060169
2,24-25,rainfall_dec,weather,508061.34607961494,11390.468734963044
2,24-25,rainfall_jan,weather,-1417264.2728039995,-21917.960379155124
2,24-25,rainfall_feb,weather,523065.6643671673,10810.12366867216
2,24-25,rainfall_mar,weather,-1642747.6914417227,-43679.54402712556
2,24-25,rainfall_apr,weather,860447.1499183243,31372.746630191126
2,24-25,growing_season_average_temperature,weather,-2701283.684770745,-4272290.227573395
2,24-25,block_fe_2,block_fixed_effect,29996960.400000013,29996960.400000013
2,24-25,block_fe_3,block_fixed_effect,25176082.133333344,25176082.133333344
2,24-25,block_fe_4,block_fixed_effect,-11331176.266666664,-11331176.266666664
2,24-25,block_fe_5,block_fixed_effect,-64463779.866666645,-64463779.866666645
2,24-25,block_fe_6,block_fixed_effect,-68505350.13333334,-68505350.13333334
2,25-26,intercept,intercept,73218175.2,12262680.650137514
2,25-26,rainfall_sep,weather,747192.3573872277,17936.20094188667
2,25-26,rainfall_oct,weather,-1178735.3498440452,-28064.63420204008
2,25-26,rainfall_nov,weather,1787078.8213009038,38541.62326720964
2,25-26,rainfall_dec,weather,777444.19996522,15295.237368329756
2,25-26,rainfall_jan,weather,-364753.67886913783,-5783.441931501777
2,25-26,rainfall_feb,weather,657966.3758282891,14142.79838107305
2,25-26,rainfall_mar,weather,-1082597.4859633092,-33094.185173649326
2,25-26,rainfall_apr,weather,2674209.2062333412,96258.79826580995
2,25-26,growing_season_average_temperature,weather,1777589.7814951206,2163915.956820489
2,25-26,block_fe_2,block_fixed_effect,29681164.60000003,29681164.60000003
2,25-26,block_fe_3,block_fixed_effect,23662869.533333357,23662869.533333357
2,25-26,block_fe_4,block_fixed_effect,-12438613.933333404,-12438613.933333404
2,25-26,block_fe_5,block_fixed_effect,-65424549.466666654,-65424549.466666654
2,25-26,block_fe_6,block_fixed_effect,-69523107.2666667,-69523107.2666667
3,10-11,intercept,intercept,120260943.13333333,71139511.84470055
3,10-11,rainfall_sep,weather,2860425.6105760457,78757.04008806404
3,10-11,rainfall_oct,weather,-1155353.423075679,-27927.006072569027
3,10-11,rainfall_nov,weather,1537529.2269090593,33334.30844479565
3,10-11,rainfall_dec,weather,399922.5454426022,10266.838715014304
3,10-11,rainfall_jan,weather,1942.042011898724,30.790478376070137
3,10-11,rainfall_feb,weather,483733.00540600764,9798.423633773753
3,10-11,rainfall_mar,weather,-1853943.4752264004,-49227.53758025016
3,10-11,rainfall_apr,weather,2736022.9411552977,99236.27965360311
3,10-11,growing_season_average_temperature,weather,1417071.5804254373,1648221.3565042135
3,10-11,block_fe_2,block_fixed_effect,32135271.999999978,32135271.999999978
3,10-11,block_fe_3,block_fixed_effect,-52741870.86666663,-52741870.86666663
3,10-11,block_fe_4,block_fixed_effect,-115900372.60000002,-115900372.60000002
3,11-12,intercept,intercept,122141692.66666664,5922106.239183471
3,11-12,rainfall_sep,weather,1542054.0661325573,36111.9916784319
3,11-12,rainfall_oct,weather,-2031235.370155628,-48499.780827505354
3,11-12,rainfall_nov,weather,535425.1835930693,11457.857670873937
3,11-12,rainfall_dec,weather,-91457.11503530736,-1807.3103587143487
3,11-12,rainfall_jan,weather,1615953.489143345,25902.498123861125
3,11-12,rainfall_feb,weather,2345420.6293950556,50140.55270243486
3,11-12,rainfall_mar,weather,843748.1817024855,27451.818484720086
3,11-12,rainfall_apr,weather,4229398.90631861,155176.54359555777
3,11-12,growing_season_average_temperature,weather,3297304.6924595614,3839610.120428666
3,11-12,block_fe_2,block_fixed_effect,29991657.266666684,29991657.266666684
3,11-12,block_fe_3,block_fixed_effect,-52837655.73333332,-52837655.73333332
3,11-12,block_fe_4,block_fixed_effect,-117700164.99999997,-117700164.99999997
3,12-13,intercept,intercept,124658211.26666665,93773250.47583225
3,12-13,rainfall_sep,weather,2410133.5798754846,58558.612437882606
3,12-13,rainfall_oct,weather,-1704065.877013359,-41808.74832803795
3,12-13,rainfall_nov,weather,1915814.6323273208,40086.13143123287
3,12-13,rainfall_dec,weather,-969962.0671920364,-19186.88650391142
3,12-13,rainfall_jan,weather,534707.8032549892,8038.668914335353
3,12-13,rainfall_feb,weather,731693.7199991511,15609.91536415504
3,12-13,rainfall_mar,weather,-2143408.955034697,-62191.463345988115
3,12-13,rainfall_apr,weather,2938796.3074562466,111945.1571143003
3,12-13,growing_season_average_temperature,weather,948261.0102093491,1089974.2503317548
3,12-13,block_fe_2,block_fixed_effect,26979450.13333335,26979450.13333335
3,12-13,block_fe_3,block_fixed_effect,-59074454.59999997,-59074454.59999997
3,12-13,block_fe_4,block_fixed_effect,-120325335.66666667,-120325335.66666667
3,13-14,intercept,intercept,122046959.59999996,104692063.73690066
3,13-14,rainfall_sep,weather,3479709.870533031,80312.82627763045
3,13-14,rainfall_oct,weather,-1336736.0759392835,-33566.46520602565
3,13-14,rainfall_nov,weather,1928464.1880788696,40478.04037238174
3,13-14,rainfall_dec,weather,-1632596.2069244925,-33348.94924394416
3,13-14,rainfall_jan,weather,385405.8838648196,5719.950714888628
3,13-14,rainfall_feb,weather,484225.22575402644,9845.446373563213
3,13-14,rainfall_mar,weather,-2184771.6807423295,-58906.65941161804
3,13-14,rainfall_apr,weather,1948286.6483541543,72569.38808027624
3,13-14,growing_season_average_temperature,weather,592763.6707718684,672314.2772017841
3,13-14,block_fe_2,block_fixed_effect,29503721.200000033,29503721.200000033
3,13-14,block_fe_3,block_fixed_effect,-56194440.266666666,-56194440.266666666
3,13-14,block_fe_4,block_fixed_effect,-117827783.13333328,-117827783.13333328
3,14-15,intercept,intercept,121181534.13333333,127926415.88886361
3,14-15,rainfall_sep,weather,4343993.913182741,100537.98383711722
3,14-15,rainfall_oct,weather,-2196172.3137693913,-52362.19325361209
3,14-15,rainfall_nov,weather,1638866.7869816453,34433.2347915103
3,14-15,rainfall_dec,weather,-1986543.6098432315,-40593.777694693636
3,14-15,rainfall_jan,weather,-597708.2758596862,-9509.221855540753
3,14-15,rainfall_feb,weather,-589497.6058005125,-12265.937247862925
3,14-15,rainfall_mar,weather,-1736123.1718396903,-46088.67904675862
3,14-15,rainfall_apr,weather,2313242.99274324,83234.00194337702
3,14-15,growing_season_average_temperature,weather,-22310.540243248222,-25155.36610233737
3,14-15,block_fe_2,block_fixed_effect,31396005.66666673,31396005.66666673
3,14-15,block_fe_3,block_fixed_effect,-53445672.06666663,-53445672.06666663
3,14-15,block_fe_4,block_fixed_effect,-116879919.60000007,-116879919.60000007
3,15-16,intercept,intercept,121914274.79999983,65847814.88168298
3,15-16,rainfall_sep,weather,2297729.2247571805,53469.81748822839
3,15-16,rainfall_oct,weather,-732813.791388528,-19745.36451793623
3,15-16,rainfall_nov,weather,1327299.234400246,27920.18310609383
3,15-16,rainfall_dec,weather,66054.31714240386,1298.6588259471926
3,15-16,rainfall_jan,weather,418130.84913043387,6423.588127819321
3,15-16,rainfall_feb,weather,1444151.3304295237,29579.267776473633
3,15-16,rainfall_mar,weather,-2110694.052677252,-57833.34856609948
3,15-16,rainfall_apr,weather,2895783.559899071,105092.34813762389
3,15-16,growing_season_average_temperature,weather,1675530.7892282554,1889108.5046026153
3,15-16,block_fe_2,block_fixed_effect,30553698.73333355,30553698.73333355
3,15-16,block_fe_3,block_fixed_effect,-55872318.66666648,-55872318.66666648
3,15-16,block_fe_4,block_fixed_effect,-118630968.99999978,-118630968.99999978
3,16-17,intercept,intercept,120970400.13333338,77589171.29495913
3,16-17,rainfall_sep,weather,2121910.6971509126,55054.29149616306
3,16-17,rainfall_oct,weather,-1578384.6757465713,-37702.411405756044
3,16-17,rainfall_nov,weather,1345038.875579746,34444.06595887993
3,16-17,rainfall_dec,weather,-277320.3248949123,-5625.075015084242
3,16-17,rainfall_jan,weather,-153822.40976071212,-2366.209030017524
3,16-17,rainfall_feb,weather,958304.980724514,20306.584529655654
3,16-17,rainfall_mar,weather,-1525049.0136908237,-41109.041372969885
3,16-17,rainfall_apr,weather,2763864.4128916212,104945.03797294643
3,16-17,growing_season_average_temperature,weather,1338380.3726274148,1509051.2859230225
3,16-17,block_fe_2,block_fixed_effect,30619218.866666615,30619218.866666615
3,16-17,block_fe_3,block_fixed_effect,-53607452.533333376,-53607452.533333376
3,16-17,block_fe_4,block_fixed_effect,-117030323.80000007,-117030323.80000007
3,17-18,intercept,intercept,121501624.06666663,80550617.72960462
3,17-18,rainfall_sep,weather,2277489.4261686313,54206.68326560079
3,17-18,rainfall_oct,weather,-4119.632456885651,-98.0898422175561
3,17-18,rainfall_nov,weather,1055951.9040668923,22308.55946582769
3,17-18,rainfall_dec,weather,1534790.0473055511,30322.592807902474
3,17-18,rainfall_jan,weather,-2030243.829056526,-31570.10726767243
3,17-18,rainfall_feb,weather,2082557.0793572583,43703.10901292633
3,17-18,rainfall_mar,weather,-1512410.6903867365,-40115.01434887599
3,17-18,rainfall_apr,weather,1458559.2573834513,58106.31380361657
3,17-18,growing_season_average_temperature,weather,1066415.5575190228,1242501.6478541587
3,17-18,block_fe_2,block_fixed_effect,29848125.66666673,29848125.66666673
3,17-18,block_fe_3,block_fixed_effect,-53852375.1333333,-53852375.1333333
3,17-18,block_fe_4,block_fixed_effect,-117549383.93333335,-117549383.93333335
3,18-19,intercept,intercept,120486186.66666666,24530989.341390952
3,18-19,rainfall_sep,weather,5465363.532676722,129832.8373300415
3,18-19,rainfall_oct,weather,-3186694.9668618017,-76188.18602213095
3,18-19,rainfall_nov,weather,671184.7541555024,14624.439051730811
3,18-19,rainfall_dec,weather,-2158939.022544265,-42483.00693960408
3,18-19,rainfall_jan,weather,1862174.9825923077,27687.92153291656
3,18-19,rainfall_feb,weather,773797.2154174201,15674.176228393146
3,18-19,rainfall_mar,weather,-3299637.8475209423,-88705.23136684454
3,18-19,rainfall_apr,weather,4441681.520334276,168318.9557263497
3,18-19,growing_season_average_temperature,weather,3392963.961554733,3845427.969495679
3,18-19,block_fe_2,block_fixed_effect,32379291.53333332,32379291.53333332
3,18-19,block_fe_3,block_fixed_effect,-51977266.400000006,-51977266.400000006
3,18-19,block_fe_4,block_fixed_effect,-116306964.06666669,-116306964.06666669
3,19-20,intercept,intercept,121040551.73333327,96462384.71734126
3,19-20,rainfall_sep,weather,1471990.484688424,34131.43375301499
3,19-20,rainfall_oct,weather,1255965.5187530245,32270.53981732627
3,19-20,rainfall_nov,weather,2645052.833323133,56451.69815846185
3,19-20,rainfall_dec,weather,-411134.6266345866,-8475.30148639294
3,19-20,rainfall_jan,weather,-3182027.718438863,-48918.23221337135
3,19-20,rainfall_feb,weather,3701385.065447358,77698.77245506171
3,19-20,rainfall_mar,weather,-1039433.0938665102,-27631.15325509218
3,19-20,rainfall_apr,weather,4044762.443935629,150381.79702462934
3,19-20,growing_season_average_temperature,weather,207650.11632949207,234114.24123218455
3,19-20,block_fe_2,block_fixed_effect,31045036.466666743,31045036.466666743
3,19-20,block_fe_3,block_fixed_effect,-52933232.399999954,-52933232.399999954
3,19-20,block_fe_4,block_fixed_effect,-116899226.33333321,-116899226.33333321
3,20-21,intercept,intercept,120187579.73333333,74291819.50164405
3,20-21,rainfall_sep,weather,2536934.063076038,58571.745751955474
3,20-21,rainfall_oct,weather,-1457008.5477743617,-37459.63872104993
3,20-21,rainfall_nov,weather,1793310.2737090988,37372.29616175869
3,20-21,rainfall_dec,weather,-298362.320990085,-5883.59111790452
3,20-21,rainfall_jan,weather,-138458.53188580403,-2057.1663973154405
3,20-21,rainfall_feb,weather,571802.3006196558,13447.42310724625
3,20-21,rainfall_mar,weather,-1253305.546716809,-34720.83845762579
3,20-21,rainfall_apr,weather,2767683.8455077554,106010.22845620806
3,20-21,growing_season_average_temperature,weather,1401086.9942786903,1582793.798658795
3,20-21,block_fe_2,block_fixed_effect,31176108.800000023,31176108.800000023
3,20-21,block_fe_3,block_fixed_effect,-51581586.866666675,-51581586.866666675
3,20-21,block_fe_4,block_fixed_effect,-115849656.20000002,-115849656.20000002
3,21-22,intercept,intercept,121356469.20000005,91076653.3136445
3,21-22,rainfall_sep,weather,2241305.873166327,53680.69032849857
3,21-22,rainfall_oct,weather,-1759093.1957852216,-43273.537598156785
3,21-22,rainfall_nov,weather,-154940.37196642964,-3544.0128290511984
3,21-22,rainfall_dec,weather,989293.6546099337,19496.26903659722
3,21-22,rainfall_jan,weather,-919050.7309603209,-14169.344962050915
3,21-22,rainfall_feb,weather,373306.39451228327,7768.181248737601
3,21-22,rainfall_mar,weather,-1724976.991526459,-47095.98445979754
3,21-22,rainfall_apr,weather,1133663.048624165,43733.84176605586
3,21-22,growing_season_average_temperature,weather,1185034.2091316904,1394744.2238174642
3,21-22,block_fe_2,block_fixed_effect,30772589.399999958,30772589.399999958
3,21-22,block_fe_3,block_fixed_effect,-50939252.600000076,-50939252.600000076
3,21-22,block_fe_4,block_fixed_effect,-116909414.86666673,-116909414.86666673
3,22-23,intercept,intercept,122420190.86666664,71861734.9043766
3,22-23,rainfall_sep,weather,2560674.9812258296,60705.02508755232
3,22-23,rainfall_oct,weather,-1802771.3198801149,-46311.78815306857
3,22-23,rainfall_nov,weather,1882062.4714875764,40040.02671011193
3,22-23,rainfall_dec,weather,-438686.41084825364,-8724.883455873502
3,22-23,rainfall_jan,weather,-65991.63476246916,-1009.392994732549
3,22-23,rainfall_feb,weather,961423.7419532227,19794.822071704435
3,22-23,rainfall_mar,weather,-1636020.5873394776,-43414.144685552834
3,22-23,rainfall_apr,weather,3121262.3664401323,115126.4308942654
3,22-23,growing_season_average_temperature,weather,1559097.9623889094,1758305.9990093007
3,22-23,block_fe_2,block_fixed_effect,30270779.66666666,30270779.66666666
3,22-23,block_fe_3,block_fixed_effect,-54527527.599999994,-54527527.599999994
3,22-23,block_fe_4,block_fixed_effect,-118128907.39999995,-118128907.39999995
3,23-24,intercept,intercept,121486673.53333332,16411416.11887908
3,23-24,rainfall_sep,weather,1852332.4950511705,44124.712139795956
3,23-24,rainfall_oct,weather,-3669128.204473513,-87382.59470095758
3,23-24,rainfall_nov,weather,4153522.7803090536,88775.37530910697
3,23-24,rainfall_dec,weather,-2511890.8352955207,-50746.80336973187
3,23-24,rainfall_jan,weather,2452957.2248390336,36444.149709114274
3,23-24,rainfall_feb,weather,-783006.6815490746,-16200.986341453008
3,23-24,rainfall_mar,weather,-448824.75684971944,-11899.2788329141
3,23-24,rainfall_apr,weather,3240407.0736004333,119538.71909860717
3,23-24,growing_season_average_temperature,weather,3370351.171291165,4002339.0539575135
3,23-24,block_fe_2,block_fixed_effect,29399869.66666665,29399869.66666665
3,23-24,block_fe_3,block_fixed_effect,-55537000.2,-55537000.2
3,23-24,block_fe_4,block_fixed_effect,-117387382.79999997,-117387382.79999997
3,24-25,intercept,intercept,120109084.66666669,277595685.55143356
3,24-25,rainfall_sep,weather,653452.6974470863,15240.492635289305
3,24-25,rainfall_oct,weather,-2421850.30421005,-62413.246046477005
3,24-25,rainfall_nov,weather,2996045.2091660043,63892.734015903414
3,24-25,rainfall_dec,weather,762092.0191194767,17085.703102445783
3,24-25,rainfall_jan,weather,-2125896.409206093,-32876.940568734135
3,24-25,rainfall_feb,weather,784598.4965505097,16215.185503003255
3,24-25,rainfall_mar,weather,-2464121.5371624627,-65519.3160406851
3,24-25,rainfall_apr,weather,1290670.7248774173,47059.11994528417
3,24-25,growing_season_average_temperature,weather,-4051925.527156229,-6408435.341360269
3,24-25,block_fe_2,block_fixed_effect,31734699.79999991,31734699.79999991
3,24-25,block_fe_3,block_fixed_effect,-51888287.33333331,-51888287.33333331
3,24-25,block_fe_4,block_fixed_effect,-115850361.66666664,-115850361.66666664
3,25-26,intercept,intercept,121844987.80000007,30411745.975212723
3,25-26,rainfall_sep,weather,1120788.53608084,26904.301412829966
3,25-26,rainfall_oct,weather,-1768103.0247659697,-42096.95130305778
3,25-26,rainfall_nov,weather,2680618.2319512963,57812.434900813176
